,user,cat,regularitynbFollowing,regularitynbCatchup,regularitynbIndependant,regularitybehavior,regularityClasses,features,probability,prediction
277,08ee9ac0-7656-2b25-ce41-b44d758e,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[2.9489400038083053e-08,6.61280167981396e-09,0.1887973037378708,0.8112026601599275]",3
278,0a84077c-d3fa-56fc-803c-a863ca7e,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
279,0c9621b0-ff94-77e8-727f-5420882d,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[3.125390563332735e-08,1.9856390233249873e-09,0.0914691503331309,0.9085308164273244]",3
280,0e59235e-e51a-a5cd-e0ba-0fffe847,Ordinary - Unregistered,1.0,10.0,0.0,Catch-upper,2,"[1.0,10.0,0.0]","[3.705817952609225e-18,2.8143010871877566e-07,3.705817952609225e-18,0.9999997185698912]",3
281,101c246c-3f77-d919-ca38-8d19141e,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
282,10355f7a-f86a-830c-cbf1-fb3c40b6,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
283,135b42ab-ac52-d14a-c37c-6ffeca28,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[1.261144405162384e-18,9.188305834782564e-07,0.9999990811694166,1.2282365554041179e-18]",2
284,1459b8fd-ecab-4e30-1fc9-3d649648,Ordinary - Unregistered,1.0,6.0,0.0,Catch-upper,2,"[1.0,6.0,0.0]","[5.428251136180936e-16,3.9831346177708235e-07,5.069354310421667e-19,0.9999996016865377]",3
285,1496b095-5b5f-4c47-5066-49bcf5d6,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
286,14a5fec5-bb5b-cac7-e40e-9a363e5c,Ordinary - Unregistered,1.0,2.0,1.0,Catch-upper,2,"[1.0,2.0,1.0]","[0.9639253897100021,0.03607461028968802,1.5491053029115572e-13,1.5491053029115572e-13]",0
287,16ba8f74-d9b7-c724-98c5-f31f43be,Ordinary - Unregistered,5.0,1.0,0.0,Follower,0,"[5.0,1.0,0.0]","[3.983624871190806e-07,1.4893846302871362e-08,3.8211914253987915e-19,0.9999995867436666]",3
288,17b4a5d5-5e2a-5bc2-a4e6-25e3d1d4,Ordinary - Unregistered,1.0,7.0,0.0,Catch-upper,2,"[1.0,7.0,0.0]","[6.696349984269451e-19,4.590777841009684e-07,6.585845632681009e-19,0.9999995409222159]",3
289,195b9f52-3731-37a7-2c74-19d11cb6,Ordinary - Unregistered,0.0,0.0,7.0,Independant,1,"[0.0,0.0,7.0]","[2.831473361589699e-16,8.61316639487991e-07,0.9999991386833602,1.0927027095488727e-18]",2
290,196bc15c-4aac-31e9-7c5d-3599ce10,Ordinary - Unregistered,1.0,0.0,4.0,Independant,1,"[1.0,0.0,4.0]","[1.7922888976745047e-08,5.884829106473168e-07,0.9999993935942003,1.0935668232583412e-18]",2
291,1acb1c12-47e9-e408-eaf9-8167947a,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[2.9489400038083053e-08,6.61280167981396e-09,0.1887973037378708,0.8112026601599275]",3
292,1b1cd7ac-2f24-1493-5d7e-d7873af1,Ordinary - Unregistered,3.0,0.0,1.0,Follower,0,"[3.0,0.0,1.0]","[9.099357490821047e-07,1.0416277019367488e-07,0.9999989859014807,1.9969907235069825e-18]",2
293,1beb31a1-0aea-018e-a7e1-82085ffa,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
294,1c09a110-d9c3-2442-9f5d-aee802c0,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
295,1cb07e56-7b73-0087-0a17-3e9c1f88,Ordinary - Unregistered,4.0,4.0,0.0,Follower,0,"[4.0,4.0,0.0]","[1.1104565948240789e-09,2.690017284933465e-07,2.6852185413864825e-19,0.9999997298878148]",3
296,1d3ed189-1162-0dd0-bcb2-fda83a50,Ordinary - Unregistered,5.0,0.0,1.0,Follower,0,"[5.0,0.0,1.0]","[1.7646790047482885e-06,9.822974285255881e-08,0.9999981370912524,2.672848760995116e-18]",2
297,1d66d118-9cc1-c6cd-c61c-02ca2ddc,Ordinary - Unregistered,2.0,3.0,0.0,Catch-upper,2,"[2.0,3.0,0.0]","[9.309942754930865e-08,1.5333271125888688e-07,4.001251381686557e-19,0.9999997535678612]",3
298,1d90b45b-4d8d-42a1-43cd-38e1a241,Ordinary - Unregistered,4.0,0.0,1.0,Follower,0,"[4.0,0.0,1.0]","[1.1918444717360757e-06,1.1148860858859554e-07,0.9999986966669197,2.067187462513311e-18]",2
299,1e81aa64-c3c9-ee4f-ce3c-c4248be0,Ordinary - Unregistered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[1.990724701905048e-10,4.863309469293737e-07,0.9999995134699806,1.2423396057374423e-18]",2
300,1f7f3fd7-7087-1461-cf43-9add2172,Ordinary - Unregistered,3.0,1.0,0.0,Follower,0,"[3.0,1.0,0.0]","[4.5694707029938897e-07,3.04461400560508e-08,5.71215463928456e-19,0.9999995126067897]",3
301,1f96865d-62d4-b049-1788-cfccf324,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[2.9489400038083053e-08,6.61280167981396e-09,0.1887973037378708,0.8112026601599275]",3
302,20e2fc85-7d0f-8a2c-b651-4b811a97,Ordinary - Unregistered,2.0,1.0,3.0,Mixed - No predominent behavior,3,"[2.0,1.0,3.0]","[0.6739879582127839,0.32601204178673926,2.384529367042989e-13,2.384529367042989e-13]",0
303,23e6f6c8-2cd0-ac1c-e8a1-f2338caa,Ordinary - Unregistered,1.0,11.0,0.0,Catch-upper,2,"[1.0,11.0,0.0]","[9.024161050203542e-18,1.762106237972513e-07,9.024161050203542e-18,0.9999998237893762]",3
304,258d2e1f-e3e8-2612-8285-895fb96d,Ordinary - Unregistered,3.0,1.0,0.0,Follower,0,"[3.0,1.0,0.0]","[4.5694707029938897e-07,3.04461400560508e-08,5.71215463928456e-19,0.9999995126067897]",3
305,269144fa-ef0e-c81e-52ff-df9a348a,Ordinary - Unregistered,3.0,9.0,1.0,Catch-upper,2,"[3.0,9.0,1.0]","[2.6987735678960532e-12,0.9999999999919037,2.6987735678960488e-12,2.6987735678960488e-12]",1
306,270174bf-baf8-aab4-48e3-139fcf47,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
307,27080783-250a-3521-f816-6e7b29cf,Ordinary - Unregistered,5.0,0.0,0.0,Follower,0,"[5.0,0.0,0.0]","[3.000104368997422e-08,4.196290186752542e-09,0.13807185464504412,0.861928111157622]",3
308,2c1d08f2-a1ba-6915-db46-1a7721b9,Ordinary - Unregistered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[1.990724701905048e-10,4.863309469293737e-07,0.9999995134699806,1.2423396057374423e-18]",2
309,2ee1d86b-74ed-47f3-5733-61cc4821,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
310,2f7f0e40-1234-75db-2bcf-bdfbdfbc,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[3.125390563332735e-08,1.9856390233249873e-09,0.0914691503331309,0.9085308164273244]",3
311,31a88be4-13ad-06c2-119c-3551a490,Ordinary - Unregistered,1.0,2.0,7.0,Independant,1,"[1.0,2.0,7.0]","[1.0670554589548952e-10,0.9999999998927592,2.675873756460845e-13,2.675873756460845e-13]",1
312,3244a4c0-3f85-3017-5694-2f5647cb,Ordinary - Unregistered,6.0,0.0,1.0,Follower,0,"[6.0,0.0,1.0]","[2.9535816453497312e-06,7.124426535286385e-08,0.9999969751740894,4.31677559813169e-18]",2
313,3447bacb-f54d-55c2-592f-3a3ff765,Ordinary - Unregistered,2.0,6.0,0.0,Catch-upper,2,"[2.0,6.0,0.0]","[4.469463347154583e-16,6.137012311174289e-07,4.192074913223754e-19,0.9999993862987685]",3
314,34a3d1d8-74eb-8a4e-0506-b9ca1551,Ordinary - Unregistered,1.0,0.0,3.0,Independant,1,"[1.0,0.0,3.0]","[2.9478378346225707e-07,3.0123447564622186e-07,0.9999994039817409,1.4460315332993411e-18]",2
315,35813a40-7aa6-5336-237b-c93f1759,Ordinary - Unregistered,1.0,7.0,0.0,Catch-upper,2,"[1.0,7.0,0.0]","[6.696349984269451e-19,4.590777841009684e-07,6.585845632681009e-19,0.9999995409222159]",3
316,35ce5334-aefb-9a61-d1c3-7f01a776,Ordinary - Unregistered,1.0,7.0,0.0,Catch-upper,2,"[1.0,7.0,0.0]","[6.696349984269451e-19,4.590777841009684e-07,6.585845632681009e-19,0.9999995409222159]",3
317,35daa597-4591-5a82-57a9-1fba2635,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[2.9489400038083053e-08,6.61280167981396e-09,0.1887973037378708,0.8112026601599275]",3
318,367365a7-8d2a-3b00-f3e3-f877be3c,Ordinary - Unregistered,2.0,5.0,0.0,Catch-upper,2,"[2.0,5.0,0.0]","[2.4200284171731912e-12,4.5022842551106986e-07,3.5275136875792914e-19,0.9999995497691545]",3
319,3681eecc-7864-c1c1-0024-4d4234be,Ordinary - Unregistered,1.0,9.0,0.0,Catch-upper,2,"[1.0,9.0,0.0]","[1.7806446971006776e-18,3.858860422053339e-07,1.7806446971006714e-18,0.9999996141139578]",3
320,36a67ef1-5f22-7846-3f95-faec67c9,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[2.9489400038083053e-08,6.61280167981396e-09,0.1887973037378708,0.8112026601599275]",3
321,37ada581-75c2-560e-2eb3-3db3a231,Ordinary - Unregistered,1.0,4.0,0.0,Catch-upper,2,"[1.0,4.0,0.0]","[1.710745140332465e-09,1.897372324171411e-07,4.811524701212432e-19,0.9999998085520224]",3
322,37d73652-37e1-cc5f-6c84-3b9a528c,Ordinary - Unregistered,5.0,1.0,0.0,Follower,0,"[5.0,1.0,0.0]","[3.983624871190806e-07,1.4893846302871362e-08,3.8211914253987915e-19,0.9999995867436666]",3
323,380773a6-f975-22c8-187e-e40fe702,Ordinary - Unregistered,3.0,1.0,0.0,Follower,0,"[3.0,1.0,0.0]","[4.5694707029938897e-07,3.04461400560508e-08,5.71215463928456e-19,0.9999995126067897]",3
324,3be7d5a2-f78e-3472-e5ac-fa27ed08,Ordinary - Unregistered,0.0,0.0,6.0,Independant,1,"[0.0,0.0,6.0]","[5.139309113203289e-13,6.96725438288278e-07,0.9999993032740477,1.0968690933863048e-18]",2
325,3c370e25-1bd5-c34b-ec40-31117752,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
326,3d524e1d-934c-6d53-022b-983c91c3,Ordinary - Unregistered,2.0,1.0,2.0,Mixed - No predominent behavior,3,"[2.0,1.0,2.0]","[0.945334620049814,0.05466537994997512,1.0544200901479538e-13,1.0544200901479538e-13]",0
327,3d7d0f75-dda5-644d-e527-018ff340,Ordinary - Unregistered,1.0,1.0,9.0,Independant,1,"[1.0,1.0,9.0]","[7.745604676399079e-13,0.9999999999976763,7.745593750357247e-13,7.745593750357247e-13]",1
328,3dc06a27-afe4-b105-1f3c-997851c7,Ordinary - Unregistered,2.0,8.0,1.0,Catch-upper,2,"[2.0,8.0,1.0]","[1.0006625319045516e-12,0.9999999999969981,1.00066250533469e-12,1.00066250533469e-12]",1
329,3e4346e0-6285-8776-f373-101eac22,Ordinary - Unregistered,5.0,0.0,0.0,Follower,0,"[5.0,0.0,0.0]","[3.000104368997422e-08,4.196290186752542e-09,0.13807185464504412,0.861928111157622]",3
330,3e713aeb-dcb2-d6a8-962f-635df3e8,Ordinary - Unregistered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[1.990724701905048e-10,4.863309469293737e-07,0.9999995134699806,1.2423396057374423e-18]",2
331,3fc2e2fe-697a-3255-1a17-4204819d,Ordinary - Unregistered,4.0,4.0,0.0,Follower,0,"[4.0,4.0,0.0]","[1.1104565948240789e-09,2.690017284933465e-07,2.6852185413864825e-19,0.9999997298878148]",3
332,404bc704-6703-c3c0-815e-55c756c5,Ordinary - Unregistered,7.0,0.0,1.0,Follower,0,"[7.0,0.0,1.0]","[5.58816223746594e-06,4.2535431812223094e-08,0.9999943693023308,8.708327613798216e-18]",2
333,4196e8ee-e405-a1e1-4a7f-7d9149a5,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
334,42779e7e-90bc-7eac-5aa8-a9874f90,Ordinary - Unregistered,4.0,3.0,4.0,Mixed - No predominent behavior,3,"[4.0,3.0,4.0]","[0.0011246301255104128,0.9988753698741547,1.6745424316628628e-13,1.6745424316628628e-13]",1
335,440d90ef-c7d7-0530-608e-8c0fc440,Ordinary - Unregistered,5.0,2.0,0.0,Follower,0,"[5.0,2.0,0.0]","[4.98829575802363e-07,3.91173507499114e-08,2.970623461439526e-19,0.9999994620530734]",3
336,459f5319-edaf-cd53-126d-fdfb12a5,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[2.9489400038083053e-08,6.61280167981396e-09,0.1887973037378708,0.8112026601599275]",3
337,45d78fe4-7d30-3b18-371e-57bb06c7,Ordinary - Unregistered,1.0,8.0,0.0,Catch-upper,2,"[1.0,8.0,0.0]","[1.0011206802830255e-18,4.5425282708999023e-07,1.001120655647312e-18,0.9999995457471729]",3
338,4641102c-f3d3-3878-6d00-1c49a28c,Ordinary - Unregistered,3.0,1.0,7.0,Independant,1,"[3.0,1.0,7.0]","[4.0128933210175973e-10,0.9999999995982551,2.27722408532917e-13,2.27722408532917e-13]",1
339,4a97a9b2-74fe-c9f3-625f-0176bddf,Ordinary - Unregistered,2.0,0.0,4.0,Independant,1,"[2.0,0.0,4.0]","[2.215123817665572e-08,9.731702126147102e-07,0.9999990046785493,9.40855349375748e-19]",2
340,4b21d918-4ac0-0787-3094-37c9432c,Ordinary - Unregistered,5.0,6.0,0.0,Catch-upper,2,"[5.0,6.0,0.0]","[3.019978777584768e-16,4.048744665591154e-07,5.21918377213457e-19,0.9999995951255332]",3
341,4bd540f6-e34d-4592-7680-b2735389,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[3.125390563332735e-08,1.9856390233249873e-09,0.0914691503331309,0.9085308164273244]",3
342,4c4ac589-35f5-76e3-d0a3-fedab6c6,Ordinary - Unregistered,4.0,2.0,2.0,Follower,0,"[4.0,2.0,2.0]","[0.8870920723879249,0.11290792761193773,6.871846075699736e-14,6.871846075699736e-14]",0
343,4cc576c8-f218-94be-fef3-4b6fd86e,Ordinary - Unregistered,4.0,4.0,5.0,Mixed - No predominent behavior,3,"[4.0,4.0,5.0]","[3.481703273293705e-08,0.9999999651825185,2.2440980634483286e-13,2.2440980634483286e-13]",1
344,4d0232bc-202c-ee3a-e58c-e543848c,Ordinary - Unregistered,5.0,0.0,2.0,Follower,0,"[5.0,0.0,2.0]","[3.0467526942571833e-06,2.7396635022611556e-07,0.9999966792809555,2.2451726275726637e-18]",2
345,4debb215-7398-77ba-2243-94adbd31,Ordinary - Unregistered,1.0,0.0,8.0,Independant,1,"[1.0,0.0,8.0]","[1.2424796526424448e-18,1.962293189170504e-06,0.9999980377068107,1.196306120155814e-18]",2
346,4f3771bf-0850-3813-5de9-d0592e66,Ordinary - Unregistered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[1.990724701905048e-10,4.863309469293737e-07,0.9999995134699806,1.2423396057374423e-18]",2
347,502b50b6-08fa-b922-9bb6-dbd4d848,Ordinary - Unregistered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[1.990724701905048e-10,4.863309469293737e-07,0.9999995134699806,1.2423396057374423e-18]",2
348,53cb26b0-7222-8eb4-ef0d-29e7a801,Ordinary - Unregistered,1.0,4.0,0.0,Catch-upper,2,"[1.0,4.0,0.0]","[1.710745140332465e-09,1.897372324171411e-07,4.811524701212432e-19,0.9999998085520224]",3
349,5409088d-b542-9cac-7fac-9ab00271,Ordinary - Unregistered,3.0,9.0,0.0,Catch-upper,2,"[3.0,9.0,0.0]","[2.0881350402196252e-18,7.544460918835836e-07,2.088135040219621e-18,0.9999992455539081]",3
350,5414140f-2888-40b9-e1e2-7984f327,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
351,54e1c86d-b289-f693-e3a3-5d393778,Ordinary - Unregistered,5.0,1.0,0.0,Follower,0,"[5.0,1.0,0.0]","[3.983624871190806e-07,1.4893846302871362e-08,3.8211914253987915e-19,0.9999995867436666]",3
352,554558f4-55fd-07df-ddb3-309239ad,Ordinary - Unregistered,2.0,0.0,2.0,Follower,0,"[2.0,0.0,2.0]","[1.124488849141494e-06,2.1341132146834358e-07,0.9999986620998293,1.5609297791359801e-18]",2
353,56a4a9a0-7ab4-0a76-0621-b118321b,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
354,57b97824-05f2-21af-72f1-95f7d697,Ordinary - Unregistered,1.0,4.0,3.0,Catch-upper,2,"[1.0,4.0,3.0]","[0.00035630207889392077,0.9996436979206186,2.4372186087596497e-13,2.4372186087596497e-13]",1
355,5bfa22fd-175f-02d2-c446-36369a81,Ordinary - Unregistered,1.0,0.0,10.0,Independant,1,"[1.0,0.0,10.0]","[2.5818899053428574e-18,1.479475417071367e-06,0.9999985205245829,2.581889905336017e-18]",2
356,5d557ed3-ce5e-24e4-a66e-aa966d6c,Ordinary - Unregistered,2.0,1.0,1.0,Follower,0,"[2.0,1.0,1.0]","[0.9727047093265351,0.027295290673101772,1.8154430728176056e-13,1.8154430728176056e-13]",0
357,5e97ad83-2b2c-529e-f831-deac0066,Ordinary - Unregistered,1.0,3.0,1.0,Catch-upper,2,"[1.0,3.0,1.0]","[0.6178537307927616,0.3821462692059596,6.393773412355239e-13,6.393773412355239e-13]",0
358,5fad3306-616d-9b57-3411-75efa34d,Ordinary - Unregistered,2.0,2.0,2.0,Mixed - No predominent behavior,3,"[2.0,2.0,2.0]","[0.8785377638265723,0.12146223617325914,8.42061609625744e-14,8.42061609625744e-14]",0
359,600fadb1-9f64-3bf4-b14c-378c45ae,Ordinary - Unregistered,5.0,0.0,6.0,Independant,1,"[5.0,0.0,6.0]","[5.103801119206694e-12,3.7951618833838207e-06,0.9999962048330128,3.738357214651936e-18]",2
360,6408c27b-ab13-d145-5b44-24f30202,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
361,6613f3e0-2e08-24f1-52ba-bfab8807,Ordinary - Unregistered,1.0,8.0,0.0,Catch-upper,2,"[1.0,8.0,0.0]","[1.0011206802830255e-18,4.5425282708999023e-07,1.001120655647312e-18,0.9999995457471729]",3
362,6809fd15-56b5-3424-e33d-88eb107c,Ordinary - Unregistered,1.0,4.0,0.0,Catch-upper,2,"[1.0,4.0,0.0]","[1.710745140332465e-09,1.897372324171411e-07,4.811524701212432e-19,0.9999998085520224]",3
363,6a9b69a1-5f2e-6aea-63d9-0e9d77c1,Ordinary - Unregistered,6.0,1.0,0.0,Follower,0,"[6.0,1.0,0.0]","[3.9006820085011173e-07,6.7886891114491315e-09,3.807011677052946e-19,0.9999996031431101]",3
364,6c86b1d0-fd95-c414-78d2-9495251b,Ordinary - Unregistered,4.0,1.0,0.0,Follower,0,"[4.0,1.0,0.0]","[4.199396526810678e-07,2.4561542678179184e-08,4.374590207783432e-19,0.9999995554988046]",3
365,6e25573c-8b7b-a2e7-a782-480ddb63,Ordinary - Unregistered,1.0,1.0,2.0,Independant,1,"[1.0,1.0,2.0]","[0.9630369095862054,0.036963090413494826,1.4993229051650902e-13,1.4993229051650902e-13]",0
366,6f168bc8-c816-a359-ba88-da8c663d,Ordinary - Unregistered,1.0,6.0,1.0,Catch-upper,2,"[1.0,6.0,1.0]","[1.5351160531662558e-09,0.9999999984636154,6.342610144838268e-13,6.342610144838268e-13]",1
367,6f359ebe-9f0a-2bae-a27a-c4ec1712,Ordinary - Unregistered,3.0,3.0,0.0,Mixed - No predominent behavior,3,"[3.0,3.0,0.0]","[8.136225713506883e-08,1.6965088003293878e-07,3.077826031681362e-19,0.9999997489868627]",3
368,6f99bc0c-a871-5dd6-80cb-22296ada,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
369,70eacff4-a340-e4fd-746a-807b58c3,Ordinary - Unregistered,2.0,5.0,5.0,Mixed - No predominent behavior,3,"[2.0,5.0,5.0]","[1.718912518224168e-11,0.9999999999823943,2.082865101212416e-13,2.082865101212416e-13]",1
370,74105285-3bd1-71b2-bb2b-df56e6f7,Ordinary - Unregistered,1.0,2.0,1.0,Catch-upper,2,"[1.0,2.0,1.0]","[0.9639253897100021,0.03607461028968802,1.5491053029115572e-13,1.5491053029115572e-13]",0
371,74df8aff-e884-bc0d-7710-a23afc0d,Ordinary - Unregistered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[1.990724701905048e-10,4.863309469293737e-07,0.9999995134699806,1.2423396057374423e-18]",2
372,7550652e-a184-e590-1205-03d91e86,Ordinary - Unregistered,5.0,0.0,0.0,Follower,0,"[5.0,0.0,0.0]","[3.000104368997422e-08,4.196290186752542e-09,0.13807185464504412,0.861928111157622]",3
373,755f4b52-e48e-eda7-42c0-2dabd3cf,Ordinary - Unregistered,2.0,1.0,3.0,Mixed - No predominent behavior,3,"[2.0,1.0,3.0]","[0.6739879582127839,0.32601204178673926,2.384529367042989e-13,2.384529367042989e-13]",0
374,75bece44-7ed0-9de1-f411-854abe3b,Ordinary - Unregistered,2.0,0.0,2.0,Follower,0,"[2.0,0.0,2.0]","[1.124488849141494e-06,2.1341132146834358e-07,0.9999986620998293,1.5609297791359801e-18]",2
375,77d5ac07-0cfc-ac01-e741-58dae777,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[1.261144405162384e-18,9.188305834782564e-07,0.9999990811694166,1.2282365554041179e-18]",2
376,78928b9d-af19-1353-e439-c5b1d36f,Ordinary - Unregistered,1.0,4.0,0.0,Catch-upper,2,"[1.0,4.0,0.0]","[1.710745140332465e-09,1.897372324171411e-07,4.811524701212432e-19,0.9999998085520224]",3
377,78f08216-f3b9-62f6-7676-e8f9b3e2,Ordinary - Unregistered,3.0,2.0,0.0,Follower,0,"[3.0,2.0,0.0]","[5.829268468825434e-07,7.756557773151971e-08,3.876269043370432e-19,0.9999993395075754]",3
378,7b7820c3-5040-cdf4-4448-bacd9426,Ordinary - Unregistered,1.0,8.0,0.0,Catch-upper,2,"[1.0,8.0,0.0]","[1.0011206802830255e-18,4.5425282708999023e-07,1.001120655647312e-18,0.9999995457471729]",3
379,7c6856f2-bacb-4be2-61d0-ba4bf284,Ordinary - Unregistered,4.0,1.0,0.0,Follower,0,"[4.0,1.0,0.0]","[4.199396526810678e-07,2.4561542678179184e-08,4.374590207783432e-19,0.9999995554988046]",3
380,7d0acedd-f795-6e39-b508-3eea42ac,Ordinary - Unregistered,6.0,0.0,1.0,Follower,0,"[6.0,0.0,1.0]","[2.9535816453497312e-06,7.124426535286385e-08,0.9999969751740894,4.31677559813169e-18]",2
381,80e6c3aa-f56c-4679-d623-79d6fd2d,Ordinary - Unregistered,1.0,0.0,3.0,Independant,1,"[1.0,0.0,3.0]","[2.9478378346225707e-07,3.0123447564622186e-07,0.9999994039817409,1.4460315332993411e-18]",2
382,85d4f155-5a13-7eb1-4d96-5c0b6e30,Ordinary - Unregistered,1.0,10.0,2.0,Catch-upper,2,"[1.0,10.0,2.0]","[1.750532799919004e-11,0.999999999947484,1.750532799919004e-11,1.750532799919004e-11]",1
383,8a2e2082-7444-5533-6931-1b05fd88,Ordinary - Unregistered,1.0,4.0,2.0,Catch-upper,2,"[1.0,4.0,2.0]","[0.004229155622987687,0.9957708443762017,4.0529783551058773e-13,4.0529783551058773e-13]",1
384,8a68d73e-17f5-4571-ef15-e1d03878,Ordinary - Unregistered,1.0,1.0,8.0,Independant,1,"[1.0,1.0,8.0]","[4.817817449165306e-13,0.9999999999986403,4.3893001840461735e-13,4.3893001840461735e-13]",1
385,8a6d88da-00af-01eb-e85b-db817e28,Ordinary - Unregistered,2.0,4.0,2.0,Catch-upper,2,"[2.0,4.0,2.0]","[0.002612200942530936,0.9973877990570167,2.2613456449964744e-13,2.2613456449964744e-13]",1
386,8ae29d55-64a1-1cf2-962b-4a35e380,Ordinary - Unregistered,1.0,5.0,4.0,Mixed - No predominent behavior,3,"[1.0,5.0,4.0]","[5.329034091250491e-09,0.9999999946704969,2.3445964606193724e-13,2.3445964606193724e-13]",1
387,8c7bdf99-8cda-02c4-7ccf-ad45ef8a,Ordinary - Unregistered,0.0,0.0,13.0,Independant,1,"[0.0,0.0,13.0]","[1.3479489859077612e-17,1.390496057947097e-07,0.9999998609503943,1.3479489859077612e-17]",2
388,8cedbb4b-6088-0b3c-fc04-ad8ce093,Ordinary - Unregistered,1.0,4.0,4.0,Mixed - No predominent behavior,3,"[1.0,4.0,4.0]","[7.369095835542737e-06,0.9999926309037824,1.9095972065693494e-13,1.9095972065693494e-13]",1
389,8f38fcd5-8798-9850-2359-5268418e,Ordinary - Unregistered,1.0,3.0,4.0,Independant,1,"[1.0,3.0,4.0]","[0.0012970365344973998,0.9987029634650791,2.1170156951164184e-13,2.1170156951164184e-13]",1
390,9187a2a4-6ffb-f4f5-f012-df8a1141,Ordinary - Unregistered,3.0,0.0,1.0,Follower,0,"[3.0,0.0,1.0]","[9.099357490821047e-07,1.0416277019367488e-07,0.9999989859014807,1.9969907235069825e-18]",2
391,92d86eda-129e-0d8c-0a73-835acef9,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
392,9627fef7-14c0-4a88-0954-9cf43b68,Ordinary - Unregistered,1.0,0.0,8.0,Independant,1,"[1.0,0.0,8.0]","[1.2424796526424448e-18,1.962293189170504e-06,0.9999980377068107,1.196306120155814e-18]",2
