,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,_3,features,probability,prediction
61,dragana,0.42857142857142855,7.0,0.5714285714285714,0.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,"[0.42857142857142855,0.5714285714285714,0.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855]",0.3615377468085451,-0.4720110663542365,-0.4720110663542365,"[0.3615377468085451,-0.4720110663542365,-0.4720110663542365]","[0.9447743398887395,1.5100983542033697e-15,0.05522566011125904]",0
62,Dražen,0.5555555555555556,9.0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.1111111111111111,"[0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.1111111111111111]",-0.23407671255914259,-0.21448865199713382,-0.21448865199713382,"[-0.23407671255914259,-0.21448865199713382,-0.21448865199713382]","[0.5788798197917512,3.452384530083481e-15,0.4211201802082453]",0
63,drejc,0.18181818181818182,11.0,0.09090909090909091,0.7272727272727273,0.0,1.0,0.2727272727272727,0.36363636363636365,0.2727272727272727,"[0.18181818181818182,0.09090909090909091,0.7272727272727273,0.0,1.0,0.2727272727272727,0.36363636363636365,0.2727272727272727]",-0.48139909059159736,0.6126636767711178,0.6126636767711178,"[-0.48139909059159736,0.6126636767711178,0.6126636767711178]","[3.1272645305948372e-15,0.9780943000497949,0.021905699950201838]",1
64,Duši,0.125,8.0,0.375,0.5,0.5,0.5,0.875,0.0,0.0,"[0.125,0.375,0.5,0.5,0.5,0.875,0.0,0.0]",0.1215995579519766,-0.019348972475674825,-0.019348972475674825,"[0.1215995579519766,-0.019348972475674825,-0.019348972475674825]","[4.829557219498451e-05,2.2692827221986874e-15,0.9999517044278028]",2
65,Edvard,0.7777777777777778,9.0,0.1111111111111111,0.1111111111111111,0.0,1.0,0.6666666666666666,0.2222222222222222,0.0,"[0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,1.0,0.6666666666666666,0.2222222222222222,0.0]",-0.9083979670868916,-0.10271574944521132,-0.10271574944521132,"[-0.9083979670868916,-0.10271574944521132,-0.10271574944521132]","[0.03984760235705481,0.959351942545613,0.000800455097332328]",1
66,Efa i Neno,0.38461538461538464,13.0,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.6153846153846154,0.5384615384615384,0.15384615384615385,0.23076923076923078,"[0.38461538461538464,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.6153846153846154,0.5384615384615384,0.15384615384615385,0.23076923076923078]",-0.17667301983885764,-0.15107724319991367,-0.15107724319991367,"[-0.17667301983885764,-0.15107724319991367,-0.15107724319991367]","[0.15904878890871718,4.78560944957658e-15,0.840951211091278]",2
67,Elena Nikolovska,0.125,8.0,0.5,0.375,1.0,0.0,0.875,0.0,0.0,"[0.125,0.5,0.375,1.0,0.0,0.875,0.0,0.0]",0.7092701482915693,-0.3304877936314097,-0.3304877936314097,"[0.7092701482915693,-0.3304877936314097,-0.3304877936314097]","[0.07457848444304761,3.1511082348296103e-14,0.9254215155569208]",2
68,Ferijan Perkovic,0.5555555555555556,9.0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.1111111111111111,"[0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.1111111111111111]",-0.23219843112973682,-0.2453963107897117,-0.2453963107897117,"[-0.23219843112973682,-0.2453963107897117,-0.2453963107897117]","[0.7122401573386681,2.5969641594977074e-15,0.2877598426613294]",0
69,filip mestrovic,0.7142857142857143,7.0,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.0,0.0,"[0.7142857142857143,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.8571428571428571,0.0,0.0]",-0.3600653390686195,-0.45066788012011627,-0.45066788012011627,"[-0.3600653390686195,-0.45066788012011627,-0.45066788012011627]","[0.9526975057926219,1.608867453426524e-15,0.04730249420737644]",0
70,Gasper,0.42857142857142855,7.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.2857142857142857,"[0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.2857142857142857]",-0.1373095371841817,0.13011670038294412,0.13011670038294412,"[-0.1373095371841817,0.13011670038294412,0.13011670038294412]","[2.03330295244223e-06,3.570582572072288e-15,0.999997966697044]",2
71,gcampa,0.4166666666666667,12.0,0.25,0.3333333333333333,0.25,0.75,0.9166666666666666,0.0,0.0,"[0.4166666666666667,0.25,0.3333333333333333,0.25,0.75,0.9166666666666666,0.0,0.0]",-0.36891824194516254,-0.07388638060331677,-0.07388638060331677,"[-0.36891824194516254,-0.07388638060331677,-0.07388638060331677]","[0.13463121986745566,1.2091679962686696e-11,0.8653687801204526]",2
72,GITA MARINKOVIC,0.25,4.0,0.75,0.0,1.0,0.0,0.25,0.25,0.25,"[0.25,0.75,0.0,1.0,0.0,0.25,0.25,0.25]",0.6323688082718051,-0.6113346397388457,-0.6113346397388457,"[0.6323688082718051,-0.6113346397388457,-0.6113346397388457]","[0.9950151134823544,1.411622429300934e-15,0.004984886517644162]",0
73,Goran Cacic,0.08333333333333333,12.0,0.16666666666666666,0.75,0.75,0.25,0.9166666666666666,0.0,0.0,"[0.08333333333333333,0.16666666666666666,0.75,0.75,0.25,0.9166666666666666,0.0,0.0]",0.45517295755878345,0.2071492911361538,0.2071492911361538,"[0.45517295755878345,0.2071492911361538,0.2071492911361538]","[1.6605466631450874e-13,1.6088479019594825e-15,0.9999999999998322]",2
74,Goran Ðurica,0.3076923076923077,13.0,0.46153846153846156,0.23076923076923078,0.5384615384615384,0.46153846153846156,0.6923076923076923,0.15384615384615385,0.07692307692307693,"[0.3076923076923077,0.46153846153846156,0.23076923076923078,0.5384615384615384,0.46153846153846156,0.6923076923076923,0.15384615384615385,0.07692307692307693]",0.04179926264053789,-0.26472560856989746,-0.26472560856989746,"[0.04179926264053789,-0.26472560856989746,-0.26472560856989746]","[0.401254512051295,3.3792335770355156e-15,0.5987454879487016]",2
75,Gordan,0.07692307692307693,13.0,0.0,0.9230769230769231,0.6923076923076923,0.3076923076923077,0.7692307692307693,0.07692307692307693,0.07692307692307693,"[0.07692307692307693,0.0,0.9230769230769231,0.6923076923076923,0.3076923076923077,0.7692307692307693,0.07692307692307693,0.07692307692307693]",0.40367351501160653,0.48740569785639887,0.48740569785639887,"[0.40367351501160653,0.48740569785639887,0.48740569785639887]","[1.9079720347367454e-15,1.907971998800822e-15,0.9999999999999962]",2
76,Gordana Genc,0.8888888888888888,9.0,0.1111111111111111,0.0,0.0,1.0,0.4444444444444444,0.4444444444444444,0.0,"[0.8888888888888888,0.1111111111111111,0.0,0.0,1.0,0.4444444444444444,0.4444444444444444,0.0]",-0.9878233680737354,-0.14863936550919096,-0.14863936550919096,"[-0.9878233680737354,-0.14863936550919096,-0.14863936550919096]","[0.053637729523931116,0.9459299336436267,0.00043233683244223707]",1
77,gpet,0.8333333333333334,12.0,0.16666666666666666,0.0,0.25,0.75,0.6666666666666666,0.16666666666666666,0.08333333333333333,"[0.8333333333333334,0.16666666666666666,0.0,0.25,0.75,0.6666666666666666,0.16666666666666666,0.08333333333333333]",-0.6446878189570439,-0.3007534248464899,-0.3007534248464899,"[-0.6446878189570439,-0.3007534248464899,-0.3007534248464899]","[0.9690243417776677,9.68962674457809e-07,0.030974689259657875]",0
78,Gregor Primc,0.4166666666666667,12.0,0.08333333333333333,0.5,0.0,1.0,0.9166666666666666,0.0,0.0,"[0.4166666666666667,0.08333333333333333,0.5,0.0,1.0,0.9166666666666666,0.0,0.0]",-0.6580464897248307,0.2161618759484503,0.2161618759484503,"[-0.6580464897248307,0.2161618759484503,0.2161618759484503]","[4.839707095028796e-06,0.9897712642382306,0.01022389605467437]",1
79,greta,0.2857142857142857,7.0,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.2857142857142857,"[0.2857142857142857,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.2857142857142857]",0.10934313839915649,-0.02379259453579355,-0.02379259453579355,"[0.10934313839915649,-0.02379259453579355,-0.02379259453579355]","[7.012437038723515e-05,2.320745252251618e-15,0.9999298756296106]",2
80,Grozdana Sirotic,0.5,4.0,0.0,0.5,0.0,1.0,0.25,0.5,0.0,"[0.5,0.0,0.5,0.0,1.0,0.25,0.5,0.0]",-0.7159806145397389,0.41394291890079377,0.41394291890079377,"[-0.7159806145397389,0.41394291890079377,0.41394291890079377]","[5.667122578325176e-10,0.9948221493100731,0.0051778501232147165]",1
81,Grup amor,0.1111111111111111,9.0,0.0,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.1111111111111111,"[0.1111111111111111,0.0,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.1111111111111111]",-0.04443092269706866,0.6182650067945207,0.6182650067945207,"[-0.04443092269706866,0.6182650067945207,0.6182650067945207]","[9.206495148177765e-15,1.889636939883969e-09,0.9999999981103538]",2
82,HanaP,0.0,5.0,0.0,1.0,0.6,0.4,0.8,0.0,0.0,"(8,[2,3,4,5],[1.0,0.6,0.4,0.8])",0.34391304042762644,0.5703912980177939,0.5703912980177939,"[0.34391304042762644,0.5703912980177939,0.5703912980177939]","[2.5160418157053582e-15,2.5160418156310878e-15,0.999999999999995]",2
83,Hrvoje Juvancic,0.5555555555555556,9.0,0.4444444444444444,0.0,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.0,0.0,"[0.5555555555555556,0.4444444444444444,0.0,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.0,0.0]",-0.3728202481485945,-0.4792283108399452,-0.4792283108399452,"[-0.3728202481485945,-0.4792283108399452,-0.4792283108399452]","[0.9484789498378169,2.1388420732917815e-15,0.05152105016218097]",0
84,Igor Šutic,0.8461538461538461,13.0,0.07692307692307693,0.07692307692307693,0.0,1.0,0.9230769230769231,0.0,0.0,"[0.8461538461538461,0.07692307692307693,0.07692307692307693,0.0,1.0,0.9230769230769231,0.0,0.0]",-0.9503807623534608,-0.19324252328321662,-0.19324252328321662,"[-0.9503807623534608,-0.19324252328321662,-0.19324252328321662]","[0.07035299204382306,0.9289989537194807,0.0006480542366962682]",1
85,Igor Žafran,0.7692307692307693,13.0,0.07692307692307693,0.15384615384615385,0.0,1.0,0.46153846153846156,0.23076923076923078,0.23076923076923078,"[0.7692307692307693,0.07692307692307693,0.15384615384615385,0.0,1.0,0.46153846153846156,0.23076923076923078,0.23076923076923078]",-0.882399335294446,0.009810961430117615,0.009810961430117615,"[-0.882399335294446,0.009810961430117615,0.009810961430117615]","[0.0067460588935525844,0.9923767247084644,0.0008772163979828886]",1
86,Igor29,0.3333333333333333,6.0,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,0.0,"[0.3333333333333333,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,0.0]",0.3629628183167231,-0.689763620325224,-0.689763620325224,"[0.3629628183167231,-0.689763620325224,-0.689763620325224]","[0.9928099951118049,1.4310225918705009e-15,0.007190004888193716]",0
87,IgorGancevic,0.125,8.0,0.25,0.625,0.75,0.25,0.625,0.125,0.125,"[0.125,0.25,0.625,0.75,0.25,0.625,0.125,0.125]",0.43235499711629116,0.13672874380077404,0.13672874380077404,"[0.43235499711629116,0.13672874380077404,0.13672874380077404]","[3.825711650360461e-11,1.7155336495021738e-15,0.9999999999617413]",2
88,igorr,0.2222222222222222,9.0,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.1111111111111111,0.0,"[0.2222222222222222,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.1111111111111111,0.0]",0.2629165679263378,0.20538565202514716,0.20538565202514716,"[0.2629165679263378,0.20538565202514716,0.20538565202514716]","[1.0870822494973093e-11,1.534115954016886e-15,0.9999999999891277]",2
89,iivana,0.2857142857142857,7.0,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.14285714285714285,"[0.2857142857142857,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.14285714285714285]",-0.059335002590555644,0.34806591274932197,0.34806591274932197,"[-0.059335002590555644,0.34806591274932197,0.34806591274932197]","[8.328520527570496e-13,5.017460664998758e-15,0.9999999999991621]",2
90,Ina,0.9,10.0,0.0,0.1,0.0,1.0,0.7,0.2,0.0,"[0.9,0.0,0.1,0.0,1.0,0.7,0.2,0.0]",-0.9864707910124653,-0.08609385263518116,-0.08609385263518116,"[-0.9864707910124653,-0.08609385263518116,-0.08609385263518116]","[0.04608535466768936,0.9533685553497298,0.0005460899825810292]",1
91,Ines,0.125,8.0,0.875,0.0,1.0,0.0,0.75,0.125,0.0,"[0.125,0.875,0.0,1.0,0.0,0.75,0.125,0.0]",0.6902117110790263,-0.7798405229957983,-0.7798405229957983,"[0.6902117110790263,-0.7798405229957983,-0.7798405229957983]","[0.9992181056768,2.0977146789668118e-15,0.000781894323197898]",0
92,Ivan Odrljin,0.6923076923076923,13.0,0.07692307692307693,0.23076923076923078,0.0,1.0,0.7692307692307693,0.07692307692307693,0.07692307692307693,"[0.6923076923076923,0.07692307692307693,0.23076923076923078,0.0,1.0,0.7692307692307693,0.07692307692307693,0.07692307692307693]",-0.8404100888270853,-0.0012438741682310461,-0.0012438741682310461,"[-0.8404100888270853,-0.0012438741682310461,-0.0012438741682310461]","[0.007981326034955088,0.9906401536943905,0.001378520270654351]",1
93,Ivana PR,1.0,5.0,0.0,0.0,0.0,1.0,0.2,0.6,0.0,"(8,[0,4,5,6],[1.0,1.0,0.2,0.6])",-1.0592320790927514,-0.05264070016003778,-0.05264070016003778,"[-1.0592320790927514,-0.05264070016003778,-0.05264070016003778]","[0.18849294686392057,0.8099774421580185,0.0015296109780609053]",1
94,IvanV,0.6666666666666666,6.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,"[0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666]",-0.03830830404260456,-0.3935849518365368,-0.3935849518365368,"[-0.03830830404260456,-0.3935849518365368,-0.3935849518365368]","[0.912762538617942,1.0327174939933541e-15,0.08723746138205697]",0
95,Ivica Komljenovic,0.15384615384615385,13.0,0.8461538461538461,0.0,0.9230769230769231,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.07692307692307693,"[0.15384615384615385,0.8461538461538461,0.0,0.9230769230769231,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.07692307692307693]",0.5855908998448375,-0.7272891363339974,-0.7272891363339974,"[0.5855908998448375,-0.7272891363339974,-0.7272891363339974]","[0.9980989672062183,1.4834697844343347e-15,0.001901032793780141]",0
96,Iztok3,0.2,10.0,0.4,0.4,0.8,0.2,0.7,0.2,0.0,"[0.2,0.4,0.4,0.8,0.2,0.7,0.2,0.0]",0.4214783027484406,-0.16336006876469142,-0.16336006876469142,"[0.4214783027484406,-0.16336006876469142,-0.16336006876469142]","[0.0008452083477310005,4.402850162468304e-15,0.9991547916522645]",2
97,jadralec Jaro,0.625,8.0,0.125,0.25,0.0,1.0,0.125,0.5,0.25,"[0.625,0.125,0.25,0.0,1.0,0.125,0.5,0.25]",-0.7882635629271957,0.1770519029135244,0.1770519029135244,"[-0.7882635629271957,0.1770519029135244,0.1770519029135244]","[3.7233566922057165e-05,0.9982462801482646,0.0017164862848135407]",1
98,Jadran,0.8333333333333334,12.0,0.16666666666666666,0.0,0.0,1.0,0.9166666666666666,0.0,0.0,"(8,[0,1,4,5],[0.8333333333333334,0.16666666666666666,1.0,0.9166666666666666])",-0.9455702706170543,-0.295442202014927,-0.295442202014927,"[-0.9455702706170543,-0.295442202014927,-0.295442202014927]","[0.13081099565003385,0.867556344898279,0.0016326594516871274]",1
99,Janez  stupica,0.625,8.0,0.0,0.375,0.375,0.625,0.5,0.25,0.125,"[0.625,0.0,0.375,0.375,0.625,0.5,0.25,0.125]",-0.343960212737438,0.12174704334896554,0.12174704334896554,"[-0.343960212737438,0.12174704334896554,0.12174704334896554]","[0.0001036416795702691,5.108666852636961e-08,0.9998963072337611]",2
100,Jani Pristavec,0.9230769230769231,13.0,0.07692307692307693,0.0,0.0,1.0,0.9230769230769231,0.0,0.0,"(8,[0,1,4,5],[0.9230769230769231,0.07692307692307693,1.0,0.9230769230769231])",-1.0027668810574832,-0.26783101580954105,-0.26783101580954105,"[-1.0027668810574832,-0.26783101580954105,-0.26783101580954105]","[0.05125987192186972,0.9482910953419271,0.0004490327362030393]",1
101,Jaroš,0.6666666666666666,6.0,0.16666666666666666,0.16666666666666666,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666,"[0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666]",-0.8190516690179528,-0.025094678484423837,-0.025094678484423837,"[-0.8190516690179528,-0.025094678484423837,-0.025094678484423837]","[0.016643275968613723,0.9810137024055193,0.002343021625866914]",1
102,Jasminka,0.7142857142857143,7.0,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.7142857142857143,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285]",-0.3528260338295269,-0.33140351412817687,-0.33140351412817687,"[-0.3528260338295269,-0.33140351412817687,-0.33140351412817687]","[0.9313941151540667,1.3084446204405743e-15,0.068605884845932]",0
103,jelena,0.9090909090909091,11.0,0.09090909090909091,0.0,0.0,1.0,0.8181818181818182,0.09090909090909091,0.0,"[0.9090909090909091,0.09090909090909091,0.0,0.0,1.0,0.8181818181818182,0.09090909090909091,0.0]",-0.9951168500309816,-0.24435887969877976,-0.24435887969877976,"[-0.9951168500309816,-0.24435887969877976,-0.24435887969877976]","[0.05617646750390442,0.9433752047376468,0.00044832775844887054]",1
104,Jelena-Marija,0.2727272727272727,11.0,0.6363636363636364,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.18181818181818182,"[0.2727272727272727,0.6363636363636364,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.18181818181818182]",0.18256873226395987,-0.446170993838081,-0.446170993838081,"[0.18256873226395987,-0.446170993838081,-0.446170993838081]","[0.9337232751357,1.0881586997679597e-15,0.06627672486429903]",0
105,Jelena Cutura,0.6,5.0,0.2,0.2,0.0,1.0,0.8,0.0,0.0,"[0.6,0.2,0.2,0.0,1.0,0.8,0.0,0.0]",-0.7857190731020898,-0.08988128077295807,-0.08988128077295807,"[-0.7857190731020898,-0.08988128077295807,-0.08988128077295807]","[0.15964308582822118,0.8292580410242543,0.011098873147524557]",1
106,jerko,0.5,12.0,0.5,0.0,0.5,0.5,0.5833333333333334,0.25,0.08333333333333333,"[0.5,0.5,0.0,0.5,0.5,0.5833333333333334,0.25,0.08333333333333333]",-0.1374930436895381,-0.4595702899146569,-0.4595702899146569,"[-0.1374930436895381,-0.4595702899146569,-0.4595702899146569]","[0.9536108617603393,9.28247266316666e-16,0.04638913823965978]",0
107,Jerko. Marinkovic,0.6666666666666666,12.0,0.3333333333333333,0.0,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.16666666666666666,0.08333333333333333,"[0.6666666666666666,0.3333333333333333,0.0,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.16666666666666666,0.08333333333333333]",-0.34094282185328495,-0.40423257992671136,-0.40423257992671136,"[-0.34094282185328495,-0.40423257992671136,-0.40423257992671136]","[0.9511059281464161,1.2296488587028878e-15,0.0488940718535826]",0
108,Josip Rabanasic,0.42857142857142855,7.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285]",-0.16470440077819096,-0.23878867350889119,-0.23878867350889119,"[-0.16470440077819096,-0.23878867350889119,-0.23878867350889119]","[0.5857649581113415,3.0008844176106878e-15,0.4142350418886555]",0
109,josko52@gmail.com,0.14285714285714285,7.0,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,"[0.14285714285714285,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285]",0.5279359695825593,-0.49870970237602946,-0.49870970237602946,"[0.5279359695825593,-0.49870970237602946,-0.49870970237602946]","[0.9606288141754393,2.332364909392215e-15,0.03937118582455832]",0
110,JOZE,0.0,5.0,0.0,1.0,0.8,0.2,0.2,0.2,0.4,"[0.0,0.0,1.0,0.8,0.2,0.2,0.2,0.4]",0.6116534336989755,0.6775244829204818,0.6775244829204818,"[0.6116534336989755,0.6775244829204818,0.6775244829204818]","[3.502945802488939e-15,3.502945802488939e-15,0.999999999999993]",2
111,Jožko,0.6,10.0,0.1,0.3,0.0,1.0,0.5,0.3,0.1,"[0.6,0.1,0.3,0.0,1.0,0.5,0.3,0.1]",-0.779925726607471,0.13136973936357813,0.13136973936357813,"[-0.779925726607471,0.13136973936357813,0.13136973936357813]","[0.00016389771845144743,0.9979334848269872,0.001902617454561438]",1
112,Jure Gros,0.3076923076923077,13.0,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.46153846153846156,0.9230769230769231,0.0,0.0,"[0.3076923076923077,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.46153846153846156,0.9230769230769231,0.0,0.0]",0.04485312211875421,-0.13032997158872084,-0.13032997158872084,"[0.04485312211875421,-0.13032997158872084,-0.13032997158872084]","[0.011280730122313603,3.2980732425525647e-15,0.988719269877683]",2
113,jure111,0.16666666666666666,6.0,0.8333333333333334,0.0,1.0,0.0,0.8333333333333334,0.0,0.0,"(8,[0,1,3,5],[0.16666666666666666,0.8333333333333334,1.0,0.8333333333333334])",0.666707815420482,-0.7932427754054454,-0.7932427754054454,"[0.666707815420482,-0.7932427754054454,-0.7932427754054454]","[0.9991076627485284,2.438035310947785e-15,0.0008923372514692084]",0
114,jurebizjak,0.5,12.0,0.08333333333333333,0.4166666666666667,0.0,1.0,0.9166666666666666,0.0,0.0,"[0.5,0.08333333333333333,0.4166666666666667,0.0,1.0,0.9166666666666666,0.0,0.0]",-0.7147981183208549,0.13535767571159882,0.13535767571159882,"[-0.7147981183208549,0.13535767571159882,0.13535767571159882]","[0.00015435095882003746,0.994083116823466,0.005762532217714037]",1
