,user,cat,orderseq,orderjump,orderoutOfOrder,nbVideos,orderbehavior,orderClasses,features,probability,prediction
371,74df8aff-e884-bc0d-7710-a23afc0d,Ordinary - Unregistered,0.2,0.4,0.2,5.0,Sequential - Jumping forward,0,"[0.2,0.4,0.2]","[0.06016539410445986,4.425821541907521e-17,0.93983460589554]",2
372,7550652e-a184-e590-1205-03d91e86,Ordinary - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
373,755f4b52-e48e-eda7-42c0-2dabd3cf,Ordinary - Unregistered,0.16666666666666666,0.3333333333333333,0.3333333333333333,6.0,Sequential - Jumping forward,0,"[0.16666666666666666,0.3333333333333333,0.3333333333333333]","[0.013875299151635611,3.0348916980464164e-17,0.9861247008483643]",2
374,75bece44-7ed0-9de1-f411-854abe3b,Ordinary - Unregistered,0.25,0.25,0.25,4.0,Sequential - Jumping forward,0,"[0.25,0.25,0.25]","[0.14971380463923148,1.595533352281715e-16,0.8502861953607684]",2
375,77d5ac07-0cfc-ac01-e741-58dae777,Ordinary - Unregistered,0.125,0.125,0.625,8.0,Out of order,3,"[0.125,0.125,0.625]","[7.701857190670581e-08,5.0349630766133625e-17,0.9999999229814279]",2
376,78928b9d-af19-1353-e439-c5b1d36f,Ordinary - Unregistered,0.4,0.0,0.4,5.0,Sequential - One after the other,1,"[0.4,0.0,0.4]","[0.001192745141302822,4.4396178712162035e-16,0.9988072548586968]",2
377,78f08216-f3b9-62f6-7676-e8f9b3e2,Ordinary - Unregistered,0.2,0.2,0.4,5.0,Sequential - Jumping forward,0,"[0.2,0.2,0.4]","[0.0014235172264062197,4.6512791331482367e-17,0.9985764827735937]",2
378,7b7820c3-5040-cdf4-4448-bacd9426,Ordinary - Unregistered,0.3333333333333333,0.2222222222222222,0.3333333333333333,9.0,Sequential - Jumping forward,0,"[0.3333333333333333,0.2222222222222222,0.3333333333333333]","[0.018674408853815796,3.0914795558524965e-17,0.9813255911461841]",2
379,7c6856f2-bacb-4be2-61d0-ba4bf284,Ordinary - Unregistered,0.2,0.4,0.2,5.0,Sequential - Jumping forward,0,"[0.2,0.4,0.2]","[0.06016539410445986,4.425821541907521e-17,0.93983460589554]",2
380,7d0acedd-f795-6e39-b508-3eea42ac,Ordinary - Unregistered,0.7142857142857143,0.0,0.14285714285714285,7.0,Sequential - One after the other,1,"[0.7142857142857143,0.0,0.14285714285714285]","[0.7093015907469995,2.727083107175784e-08,0.2906983819821694]",0
381,80e6c3aa-f56c-4679-d623-79d6fd2d,Ordinary - Unregistered,0.0,0.25,0.5,4.0,Out of order,3,"[0.0,0.25,0.5]","[4.969827228081553e-05,1.544825368218832e-16,0.999950301727719]",2
382,85d4f155-5a13-7eb1-4d96-5c0b6e30,Ordinary - Unregistered,0.8461538461538461,0.0,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.8461538461538461,0.0,0.07692307692307693]","[0.38052860332162414,0.5236505378664222,0.09582085881195365]",1
383,8a2e2082-7444-5533-6931-1b05fd88,Ordinary - Unregistered,0.42857142857142855,0.2857142857142857,0.14285714285714285,7.0,Sequential - Jumping forward,0,"[0.42857142857142855,0.2857142857142857,0.14285714285714285]","[0.0974425554099138,3.050418003071488e-09,0.9025574415396682]",2
384,8a68d73e-17f5-4571-ef15-e1d03878,Ordinary - Unregistered,0.9,0.0,0.0,10.0,Sequential - One after the other,1,"[0.9,0.0,0.0]","[0.0005550675063030172,0.9993582152878077,8.671720588949166e-05]",1
385,8a6d88da-00af-01eb-e85b-db817e28,Ordinary - Unregistered,0.25,0.25,0.375,8.0,Sequential - Jumping forward,0,"[0.25,0.25,0.375]","[0.006535949179221829,2.806376993875843e-17,0.9934640508207782]",2
386,8ae29d55-64a1-1cf2-962b-4a35e380,Ordinary - Unregistered,0.3,0.2,0.4,10.0,Sequential - Jumping forward,0,"[0.3,0.2,0.4]","[0.004239924803263332,3.5599216170804726e-17,0.9957600751967367]",2
387,8c7bdf99-8cda-02c4-7ccf-ad45ef8a,Ordinary - Unregistered,0.7692307692307693,0.07692307692307693,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.7692307692307693,0.07692307692307693,0.07692307692307693]","[0.31158645421889164,0.44778094172104127,0.24063260406006703]",1
388,8cedbb4b-6088-0b3c-fc04-ad8ce093,Ordinary - Unregistered,0.8888888888888888,0.0,0.0,9.0,Sequential - One after the other,1,"[0.8888888888888888,0.0,0.0]","[0.0005603169722409387,0.9993630169164087,7.666611135032786e-05]",1
389,8f38fcd5-8798-9850-2359-5268418e,Ordinary - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
390,9187a2a4-6ffb-f4f5-f012-df8a1141,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
391,92d86eda-129e-0d8c-0a73-835acef9,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
392,9627fef7-14c0-4a88-0954-9cf43b68,Ordinary - Unregistered,0.8888888888888888,0.0,0.0,9.0,Sequential - One after the other,1,"[0.8888888888888888,0.0,0.0]","[0.0005603169722409387,0.9993630169164087,7.666611135032786e-05]",1
393,97372a43-0a6d-3145-e63f-0202242e,Ordinary - Unregistered,0.3333333333333333,0.3333333333333333,0.16666666666666666,6.0,Sequential - Jumping forward,0,"[0.3333333333333333,0.3333333333333333,0.16666666666666666]","[0.07366133305056558,3.1387605440113114e-13,0.9263386669491206]",2
394,97f93288-c344-0f1f-19c0-14aff5aa,Ordinary - Unregistered,0.5555555555555556,0.1111111111111111,0.2222222222222222,9.0,Sequential - One after the other,1,"[0.5555555555555556,0.1111111111111111,0.2222222222222222]","[0.15087103549265907,8.914015897396692e-17,0.8491289645073408]",2
395,98599cc0-703a-b3be-34dc-7bcf7e6a,Ordinary - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
396,987749e2-fc0f-96db-2aa7-7df33e6d,Ordinary - Unregistered,0.0,0.25,0.5,4.0,Out of order,3,"[0.0,0.25,0.5]","[4.969827228081553e-05,1.544825368218832e-16,0.999950301727719]",2
397,991dbd0d-8c68-1ed6-f469-0348585f,Ordinary - Unregistered,0.8571428571428571,0.0,0.0,7.0,Sequential - One after the other,1,"[0.8571428571428571,0.0,0.0]","[0.0006791035583931072,0.9992685135866715,5.2382854935440036e-05]",1
398,9946a658-3dc0-f680-6e04-89182b0f,Ordinary - Unregistered,0.3333333333333333,0.3333333333333333,0.16666666666666666,6.0,Sequential - Jumping forward,0,"[0.3333333333333333,0.3333333333333333,0.16666666666666666]","[0.07366133305056558,3.1387605440113114e-13,0.9263386669491206]",2
399,999f9f91-e880-70f1-00d3-e8994609,Ordinary - Unregistered,0.25,0.5,0.125,8.0,Sequential - Jumping forward,0,"[0.25,0.5,0.125]","[0.03369888208339421,1.791625011211228e-09,0.9663011161249807]",2
400,99d9bce0-1f7d-da02-6d84-afe0122e,Ordinary - Unregistered,0.42857142857142855,0.14285714285714285,0.2857142857142857,7.0,Sequential - Jumping forward,0,"[0.42857142857142855,0.14285714285714285,0.2857142857142857]","[0.03614357669287649,4.911281174678331e-17,0.9638564233071234]",2
401,9c5c43e2-3def-6e8f-844e-4ee72d08,Ordinary - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
402,9cc2cc33-730e-86eb-e910-ff1ec6fd,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
403,9dfba79f-46d5-9b68-3a28-dff09283,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
404,9e184ea2-45e6-abdb-90a9-fb5b011b,Ordinary - Unregistered,0.3333333333333333,0.16666666666666666,0.4166666666666667,12.0,Sequential - Jumping forward,0,"[0.3333333333333333,0.16666666666666666,0.4166666666666667]","[0.00320368065342556,4.6990787412797307e-17,0.9967963193465743]",2
405,a070cc15-8fb3-b7eb-834d-d191a652,Ordinary - Unregistered,0.5,0.0,0.25,4.0,Sequential - One after the other,1,"[0.5,0.0,0.25]","[0.6480606153934666,3.92197502879154e-15,0.35193938460652946]",0
406,a134cb86-69ed-3ceb-ab8b-42799b5f,Ordinary - Unregistered,0.0,0.42857142857142855,0.42857142857142855,7.0,Mix,2,"[0.0,0.42857142857142855,0.42857142857142855]","[0.00725893779802831,1.25017789374131e-16,0.9927410622019716]",2
407,a1ac05b8-d131-07d0-f419-28c0d19a,Ordinary - Unregistered,0.0,0.07692307692307693,0.8461538461538461,13.0,Out of order,3,"[0.0,0.07692307692307693,0.8461538461538461]","[1.1297017038879932e-13,4.25134824199066e-16,0.9999999999998866]",2
408,a1b9f7ef-402c-6b05-11c1-33d65f47,Ordinary - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
409,a4793f2a-58de-2b33-168f-32424641,Ordinary - Unregistered,0.0,0.5,0.25,4.0,Sequential - Jumping forward,0,"[0.0,0.5,0.25]","[0.06838720433468014,2.0453689433276104e-16,0.9316127956653197]",2
410,a55e8048-fa92-f072-72e3-bbf2ba61,Ordinary - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
411,a7010942-2bf9-c022-3897-796a718f,Ordinary - Unregistered,0.6,0.0,0.2,5.0,Sequential - One after the other,1,"[0.6,0.0,0.2]","[0.6599996674294294,1.0983358791524902e-15,0.3400003325705696]",0
412,a898d118-8b18-a02c-ae58-2a774d5f,Ordinary - Unregistered,0.14285714285714285,0.14285714285714285,0.5714285714285714,7.0,Out of order,3,"[0.14285714285714285,0.14285714285714285,0.5714285714285714]","[1.060747774679556e-06,3.903620230475479e-17,0.9999989392522253]",2
413,a932ede5-1443-cb58-2838-6a6efc0a,Ordinary - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
414,a96e9db0-5940-66d7-4a98-2379b34d,Ordinary - Unregistered,0.6,0.0,0.2,5.0,Sequential - One after the other,1,"[0.6,0.0,0.2]","[0.6599996674294294,1.0983358791524902e-15,0.3400003325705696]",0
415,a98a0de3-d8ed-675c-b2d4-ac776c7b,Ordinary - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
416,a997f5a7-10f2-8566-1c1d-559b423c,Ordinary - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
417,abcc36e1-adfa-f564-04d4-d632273a,Ordinary - Unregistered,0.5,0.16666666666666666,0.16666666666666666,6.0,Sequential - One after the other,1,"[0.5,0.16666666666666666,0.16666666666666666]","[0.23046912717968907,2.97143090044997e-12,0.7695308728173395]",2
418,abda0840-539e-d7ad-7f3c-e3005350,Ordinary - Unregistered,0.14285714285714285,0.42857142857142855,0.2857142857142857,7.0,Sequential - Jumping forward,0,"[0.14285714285714285,0.42857142857142855,0.2857142857142857]","[0.04576084975243664,5.3810495711802374e-17,0.9542391502475633]",2
419,abe4e05a-6e7f-9b91-6fc2-255d8ca8,Ordinary - Unregistered,0.25,0.25,0.25,4.0,Sequential - Jumping forward,0,"[0.25,0.25,0.25]","[0.14971380463923148,1.595533352281715e-16,0.8502861953607684]",2
420,ad50ec3a-b5fa-441c-dff6-68962309,Ordinary - Unregistered,0.0,0.0,0.75,4.0,Out of order,3,"[0.0,0.0,0.75]","[2.733615853419116e-13,1.0894477838714942e-15,0.9999999999997256]",2
421,af82af91-5c05-62ed-d5f4-ab452057,Ordinary - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
422,b203a259-8fca-f544-f793-7196165c,Ordinary - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
423,b341bfef-bd17-e48f-e3c6-71e45a3b,Ordinary - Unregistered,0.25,0.125,0.5,8.0,Out of order,3,"[0.25,0.125,0.5]","[3.5194459073609987e-05,3.56119329681914e-17,0.9999648055409264]",2
424,b3ed71c3-f69d-be41-8e55-61063ba5,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
425,b4317fab-f533-bf46-11da-30745ab3,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
426,b51ab28b-c73d-4a8a-b819-1193d14b,Ordinary - Unregistered,0.8181818181818182,0.0,0.09090909090909091,11.0,Sequential - One after the other,1,"[0.8181818181818182,0.0,0.09090909090909091]","[0.727888029983789,0.06476966555086493,0.20734230446534616]",0
427,bbed801c-180e-99dc-7c6b-4a6ce07e,Ordinary - Unregistered,0.25,0.5,0.0,4.0,Sequential - Jumping forward,0,"[0.25,0.5,0.0]","[0.018663798719682146,0.00444907713381507,0.9768871241465028]",2
428,bc165eba-99d1-fcf2-3c18-7b8ddbe3,Ordinary - Unregistered,0.0,0.1111111111111111,0.7777777777777778,9.0,Out of order,3,"[0.0,0.1111111111111111,0.7777777777777778]","[7.404989102145405e-12,1.5305773228654667e-16,0.9999999999925949]",2
429,bc59fb83-de20-c8dc-0046-06b5a884,Ordinary - Unregistered,0.5,0.3333333333333333,0.0,6.0,Sequential - One after the other,1,"[0.5,0.3333333333333333,0.0]","[0.01400101911119937,0.5683600597854654,0.4176389211033352]",1
430,bde2c3b9-096f-3106-3105-39e3c690,Ordinary - Unregistered,0.7777777777777778,0.0,0.1111111111111111,9.0,Sequential - One after the other,1,"[0.7777777777777778,0.0,0.1111111111111111]","[0.7492473746001025,0.0005169026881022338,0.2502357227117953]",0
431,be7e4626-8ea8-e4e7-bd98-df4d6b7e,Ordinary - Unregistered,0.2,0.4,0.2,5.0,Sequential - Jumping forward,0,"[0.2,0.4,0.2]","[0.06016539410445986,4.425821541907521e-17,0.93983460589554]",2
432,be8f96e0-decb-0d0f-f5a0-da9a731a,Ordinary - Unregistered,0.6,0.2,0.0,5.0,Sequential - One after the other,1,"[0.6,0.2,0.0]","[0.003265624987569963,0.9926966819598957,0.004037693052534197]",1
433,bf2d4ca4-7b76-c83f-c25b-69db4d40,Ordinary - Unregistered,0.9090909090909091,0.0,0.0,11.0,Sequential - One after the other,1,"[0.9090909090909091,0.0,0.0]","[0.0005632442791268854,0.9993412155864733,9.554013439984681e-05]",1
434,c0a279eb-433f-7d20-4fe4-30c7bf1d,Ordinary - Unregistered,0.0,0.2857142857142857,0.5714285714285714,7.0,Out of order,3,"[0.0,0.2857142857142857,0.5714285714285714]","[1.042110994987044e-05,7.107722718413803e-17,0.99998957889005]",2
435,c0e4f1b6-286e-9a62-9b55-08b882ec,Ordinary - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
436,c0f2c451-9f22-3dc5-b0ab-d6747910,Ordinary - Unregistered,0.9,0.0,0.0,10.0,Sequential - One after the other,1,"[0.9,0.0,0.0]","[0.0005550675063030172,0.9993582152878077,8.671720588949166e-05]",1
437,c1b850ff-362a-890f-0c23-014773bb,Ordinary - Unregistered,0.9166666666666666,0.0,0.0,12.0,Sequential - One after the other,1,"[0.9166666666666666,0.0,0.0]","[0.0005789684800942066,0.9993177343421535,0.00010329717775211478]",1
438,c24334a0-477a-6656-021d-668ba57f,Ordinary - Unregistered,0.8571428571428571,0.0,0.0,7.0,Sequential - One after the other,1,"[0.8571428571428571,0.0,0.0]","[0.0006791035583931072,0.9992685135866715,5.2382854935440036e-05]",1
439,c3385c79-a01d-377d-9eac-6cf460e9,Ordinary - Unregistered,0.75,0.125,0.0,8.0,Sequential - One after the other,1,"[0.75,0.125,0.0]","[0.000926020564460106,0.9977513125031693,0.0013226669323705808]",1
440,c9f74898-df82-973e-76ca-08186d7c,Ordinary - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
441,cc1e5f29-a1bd-4a13-5c8d-dbcaa11b,Ordinary - Unregistered,0.5,0.3333333333333333,0.0,6.0,Sequential - One after the other,1,"[0.5,0.3333333333333333,0.0]","[0.01400101911119937,0.5683600597854654,0.4176389211033352]",1
442,ce280b9f-f7cf-eef4-dd34-fdc44bfe,Ordinary - Unregistered,0.0,0.5,0.25,4.0,Sequential - Jumping forward,0,"[0.0,0.5,0.25]","[0.06838720433468014,2.0453689433276104e-16,0.9316127956653197]",2
443,ce4913ec-b21e-60b6-d455-4bc5b2b4,Ordinary - Unregistered,0.25,0.25,0.25,4.0,Sequential - Jumping forward,0,"[0.25,0.25,0.25]","[0.14971380463923148,1.595533352281715e-16,0.8502861953607684]",2
444,ceff0481-0e5a-e1d8-5361-b5ba2a52,Ordinary - Unregistered,0.4444444444444444,0.3333333333333333,0.1111111111111111,9.0,Sequential - One after the other,1,"[0.4444444444444444,0.3333333333333333,0.1111111111111111]","[0.07269615896251916,6.956058891836807e-06,0.927296884978589]",2
445,cf23b843-3219-15e7-f878-361bbfeb,Ordinary - Unregistered,0.3333333333333333,0.3333333333333333,0.16666666666666666,6.0,Sequential - Jumping forward,0,"[0.3333333333333333,0.3333333333333333,0.16666666666666666]","[0.07366133305056558,3.1387605440113114e-13,0.9263386669491206]",2
446,d0fe3bbe-eeeb-e784-986f-51c01c74,Ordinary - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
447,d2a78c5a-c501-ea53-1bcf-2fedb47d,Ordinary - Unregistered,0.3333333333333333,0.1111111111111111,0.4444444444444444,9.0,Sequential - Jumping forward,0,"[0.3333333333333333,0.1111111111111111,0.4444444444444444]","[0.00039851030090581554,4.042391989495666e-17,0.9996014896990942]",2
448,d41a406c-81b7-dca2-962a-a408e155,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
449,d424420a-72ee-7166-ac7e-9b96c0e6,Ordinary - Unregistered,0.25,0.375,0.25,8.0,Sequential - Jumping forward,0,"[0.25,0.375,0.25]","[0.061551427902911356,3.741299924292376e-17,0.9384485720970887]",2
450,d4ca59b9-1058-6388-4cc5-e58c2290,Ordinary - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
451,d5d7fee4-5428-bea3-17aa-30fb97f1,Ordinary - Unregistered,0.4,0.2,0.2,5.0,Sequential - One after the other,1,"[0.4,0.2,0.2]","[0.18036843502675332,8.329011913100745e-17,0.8196315649732466]",2
452,d6458839-e410-c16f-44d7-7aad9b6b,Ordinary - Unregistered,0.9090909090909091,0.0,0.0,11.0,Sequential - One after the other,1,"[0.9090909090909091,0.0,0.0]","[0.0005632442791268854,0.9993412155864733,9.554013439984681e-05]",1
453,d80b6775-ae61-8dae-98ce-99412037,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
454,d89aba44-424b-9d5d-5dd4-f1fbabf1,Ordinary - Unregistered,0.9090909090909091,0.0,0.0,11.0,Sequential - One after the other,1,"[0.9090909090909091,0.0,0.0]","[0.0005632442791268854,0.9993412155864733,9.554013439984681e-05]",1
455,d92b593e-555f-9b3b-4007-752ea02c,Ordinary - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
456,d964c832-c32d-77ff-672a-1cf12f7e,Ordinary - Unregistered,0.4444444444444444,0.3333333333333333,0.1111111111111111,9.0,Sequential - One after the other,1,"[0.4444444444444444,0.3333333333333333,0.1111111111111111]","[0.07269615896251916,6.956058891836807e-06,0.927296884978589]",2
457,daf25c41-8b84-6414-7646-b7df2abd,Ordinary - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
458,db98a0d9-3d4f-4219-b27d-74a44a01,Ordinary - Unregistered,0.6,0.2,0.0,5.0,Sequential - One after the other,1,"[0.6,0.2,0.0]","[0.003265624987569963,0.9926966819598957,0.004037693052534197]",1
459,dd30c478-d26e-3f37-f395-b912bead,Ordinary - Unregistered,0.7777777777777778,0.1111111111111111,0.0,9.0,Sequential - One after the other,1,"[0.7777777777777778,0.1111111111111111,0.0]","[0.0008440784731879416,0.9980800330692656,0.0010758884575464867]",1
460,de14f7c6-1844-4e1b-bb5c-16ceef86,Ordinary - Unregistered,0.6,0.2,0.0,5.0,Sequential - One after the other,1,"[0.6,0.2,0.0]","[0.003265624987569963,0.9926966819598957,0.004037693052534197]",1
461,dfc849d9-7793-4345-d533-579da01b,Ordinary - Unregistered,0.8181818181818182,0.09090909090909091,0.0,11.0,Sequential - One after the other,1,"[0.8181818181818182,0.09090909090909091,0.0]","[0.00079805663332853,0.998404975417056,0.0007969679496155353]",1
462,e091c85e-d8a5-ed63-dfdb-631d4614,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
463,e3485d79-4f92-1fff-4e64-56943e9b,Ordinary - Unregistered,0.5,0.2,0.2,10.0,Sequential - One after the other,1,"[0.5,0.2,0.2]","[0.14295161430616973,5.493228064680798e-17,0.8570483856938301]",2
464,e65e8c36-5f2d-131d-9602-cd643f97,Ordinary - Unregistered,0.0,0.0,0.875,8.0,Out of order,3,"[0.0,0.0,0.875]","[3.4564765587442656e-16,2.499303824799287e-16,0.9999999999999993]",2
465,e74ddfe8-97b1-613e-1495-f884f58c,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
466,e88cc767-fc0d-54d4-243a-4479ebf9,Ordinary - Unregistered,0.8571428571428571,0.0,0.0,7.0,Sequential - One after the other,1,"[0.8571428571428571,0.0,0.0]","[0.0006791035583931072,0.9992685135866715,5.2382854935440036e-05]",1
467,e9822752-a8af-cf42-1ddc-d2518ca8,Ordinary - Unregistered,0.3333333333333333,0.3333333333333333,0.2222222222222222,9.0,Sequential - Jumping forward,0,"[0.3333333333333333,0.3333333333333333,0.2222222222222222]","[0.08225338505206563,3.5508705786404215e-17,0.9177466149479344]",2
468,e99d6a57-d572-b7f6-34cf-3ac76f24,Ordinary - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
469,eb9864df-c827-4027-9de4-5829eee9,Ordinary - Unregistered,0.2727272727272727,0.09090909090909091,0.5454545454545454,11.0,Out of order,3,"[0.2727272727272727,0.09090909090909091,0.5454545454545454]","[7.699730055849358e-06,5.523065052017212e-17,0.999992300269944]",2
470,eba3b0ea-3aeb-a6e3-8df6-742db8a0,Ordinary - Unregistered,0.7142857142857143,0.14285714285714285,0.0,7.0,Sequential - One after the other,1,"[0.7142857142857143,0.14285714285714285,0.0]","[0.001112936966185659,0.9971618603416368,0.001725202692177601]",1
471,ebdd7e01-09f4-dbf1-8a08-602d0001,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
472,ed71098a-9600-3bac-4cca-70ce0496,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
473,ed71bd28-a732-78c0-de66-e32f77c8,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
474,edcaf7c0-7593-61d2-f4e9-689b8340,Ordinary - Unregistered,0.3333333333333333,0.16666666666666666,0.3333333333333333,6.0,Sequential - Jumping forward,0,"[0.3333333333333333,0.16666666666666666,0.3333333333333333]","[0.010226730712307503,4.020454176102065e-17,0.9897732692876925]",2
475,ef70bde5-8a4d-68a0-4f26-e5253d2c,Ordinary - Unregistered,0.25,0.25,0.25,4.0,Sequential - Jumping forward,0,"[0.25,0.25,0.25]","[0.14971380463923148,1.595533352281715e-16,0.8502861953607684]",2
476,f2a9ccb0-9831-6d2a-6254-8f0366c9,Ordinary - Unregistered,0.6666666666666666,0.16666666666666666,0.0,6.0,Sequential - One after the other,1,"[0.6666666666666666,0.16666666666666666,0.0]","[0.0015925023979620175,0.9959483865705753,0.0024591110314626566]",1
477,f4bf52fc-cffa-0f52-f4f9-2eff92fc,Ordinary - Unregistered,0.0,0.0,0.75,4.0,Out of order,3,"[0.0,0.0,0.75]","[2.733615853419116e-13,1.0894477838714942e-15,0.9999999999997256]",2
478,f5196f35-183f-1d55-1883-5fef618e,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
479,f6956137-aec3-29d6-ad64-d870e209,Ordinary - Unregistered,0.7142857142857143,0.14285714285714285,0.0,7.0,Sequential - One after the other,1,"[0.7142857142857143,0.14285714285714285,0.0]","[0.001112936966185659,0.9971618603416368,0.001725202692177601]",1
480,f6c2c059-c90e-1566-cc25-b0823249,Ordinary - Unregistered,0.9,0.0,0.0,10.0,Sequential - One after the other,1,"[0.9,0.0,0.0]","[0.0005550675063030172,0.9993582152878077,8.671720588949166e-05]",1
481,f6cd37ab-4add-fb6f-20c2-2374f109,Ordinary - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
482,f83fd099-8c89-2894-3a91-bb38be88,Ordinary - Unregistered,0.75,0.125,0.0,8.0,Sequential - One after the other,1,"[0.75,0.125,0.0]","[0.000926020564460106,0.9977513125031693,0.0013226669323705808]",1
