,user,cat,regularitynbFollowing,regularitynbCatchup,regularitynbIndependant,regularitybehavior,regularityClasses,features,probability,prediction
0,AB,Ordinary - Registered,3.0,1.0,0.0,Follower,0,"[3.0,1.0,0.0]","[0.525635355073385,0.47436464488712055,3.949442939404069e-11]",0
1,Albert,Ordinary - Registered,10.0,3.0,0.0,Follower,0,"[10.0,3.0,0.0]","[0.9999992869001283,7.130995104013338e-07,3.613795104549284e-13]",0
2,Aleksander Valant,Ordinary - Registered,1.0,7.0,0.0,Catch-upper,2,"[1.0,7.0,0.0]","[0.05451815094247088,5.47300456062943e-14,0.9454818490574745]",2
3,alenka dornik,Ordinary - Registered,5.0,3.0,4.0,Mixed - No predominent behavior,3,"[5.0,3.0,4.0]","[0.9999490245761867,5.09754228686967e-05,9.44548210428272e-13]",0
4,Alenka Neudauer,Ordinary - Registered,11.0,1.0,0.0,Follower,0,"[11.0,1.0,0.0]","[0.999999999544231,4.5527926342189546e-10,4.897343717605409e-13]",0
5,alesj,Ordinary - Registered,3.0,2.0,0.0,Follower,0,"[3.0,2.0,0.0]","[0.9943796958679857,0.0056203038065516285,3.254627601504991e-10]",0
6,alexhana,Ordinary - Registered,2.0,0.0,3.0,Independant,1,"[2.0,0.0,3.0]","[0.0669849461427612,0.9305881246308141,0.0024269292264246884]",1
7,alja,Ordinary - Registered,7.0,1.0,0.0,Follower,0,"[7.0,1.0,0.0]","[0.9981469868044458,0.001853013195466638,8.766538814690641e-14]",0
8,Aljaž,Ordinary - Registered,3.0,0.0,8.0,Independant,1,"[3.0,0.0,8.0]","[9.661631597598176e-07,0.999998559801431,4.7403540918316833e-07]",1
9,amanita.amanita,Ordinary - Registered,3.0,1.0,9.0,Independant,1,"[3.0,1.0,9.0]","[1.1369055322426703e-08,0.9999993163840217,6.722469229808416e-07]",1
10,Ana Horvath,Ordinary - Registered,3.0,0.0,2.0,Follower,0,"[3.0,0.0,2.0]","[0.5227872781022918,0.47721272137621457,5.214936071016749e-10]",0
11,Ana Stadler,Ordinary - Registered,1.0,0.0,3.0,Independant,1,"[1.0,0.0,3.0]","[0.020556444860231865,0.7733554243896157,0.20608813075015242]",1
12,AnaPetar,Ordinary - Registered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[0.30238341263303053,9.163354236012502e-11,0.6976165872753359]",2
13,AnBn,Ordinary - Registered,6.0,5.0,1.0,Follower,0,"[6.0,5.0,1.0]","[0.9999999999997273,1.36318608270325e-13,1.3631853542711743e-13]",0
14,Ando Saina,Ordinary - Registered,11.0,0.0,0.0,Follower,0,"[11.0,0.0,0.0]","[0.9999999999988994,5.521516121462887e-13,5.483197950678498e-13]",0
15,Andraž Šunkar,Ordinary - Registered,9.0,2.0,0.0,Follower,0,"[9.0,2.0,0.0]","[0.9999427910457263,5.720895411677276e-05,1.5691975099377345e-13]",0
16,andrea vlastelica,Ordinary - Registered,6.0,5.0,1.0,Follower,0,"[6.0,5.0,1.0]","[0.9999999999997273,1.36318608270325e-13,1.3631853542711743e-13]",0
17,andrea zavorovic,Ordinary - Registered,1.0,0.0,7.0,Independant,1,"[1.0,0.0,7.0]","[1.8532507404624094e-06,0.9391745307401502,0.06082361600910938]",1
18,Andrej_A,Ordinary - Registered,3.0,8.0,0.0,Catch-upper,2,"[3.0,8.0,0.0]","[0.999995111439664,1.7469272574017655e-12,4.888558588997548e-06]",0
19,Andro Zuanic,Ordinary - Registered,2.0,2.0,0.0,Follower,0,"[2.0,2.0,0.0]","[0.9960211162822076,0.0016769719813563258,0.002301911736436017]",0
20,andrzej,Ordinary - Registered,2.0,1.0,1.0,Follower,0,"[2.0,1.0,1.0]","[0.4388442156638993,0.5599896134224762,0.00116617091362454]",1
21,ane,Ordinary - Registered,1.0,7.0,0.0,Catch-upper,2,"[1.0,7.0,0.0]","[0.05451815094247088,5.47300456062943e-14,0.9454818490574745]",2
22,Anela,Ordinary - Registered,1.0,2.0,1.0,Catch-upper,2,"[1.0,2.0,1.0]","[0.3306615623743089,0.00011414006065162359,0.6692242975650394]",2
23,Ankica,Ordinary - Registered,1.0,5.0,5.0,Mixed - No predominent behavior,3,"[1.0,5.0,5.0]","[0.0100558726897236,1.7293449563878062e-13,0.9899441273101035]",2
24,Annie,Ordinary - Registered,13.0,0.0,0.0,Follower,0,"[13.0,0.0,0.0]","[0.9999999999945852,2.707374940477309e-12,2.7073749361378315e-12]",0
25,ante vrataric,Ordinary - Registered,2.0,1.0,3.0,Mixed - No predominent behavior,3,"[2.0,1.0,3.0]","[0.1121547275929468,0.8810910197720687,0.00675425263498454]",1
26,anton janeš,Ordinary - Registered,4.0,3.0,4.0,Mixed - No predominent behavior,3,"[4.0,3.0,4.0]","[0.9999863869548397,1.361304424068243e-05,9.196419773138546e-13]",0
27,Anze-G,Ordinary - Registered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[0.30238341263303053,9.163354236012502e-11,0.6976165872753359]",2
28,Anzze99,Ordinary - Registered,6.0,3.0,0.0,Follower,0,"[6.0,3.0,0.0]","[0.9999935870021033,6.412997822687245e-06,7.402947084306824e-14]",0
29,Apsirtgirl,Ordinary - Registered,5.0,2.0,0.0,Follower,0,"[5.0,2.0,0.0]","[0.9884314132214602,0.011568586778470624,6.923048808846479e-14]",0
30,benjamin,Ordinary - Registered,1.0,5.0,0.0,Catch-upper,2,"[1.0,5.0,0.0]","[0.14541736689633392,4.5914124356030647e-14,0.8545826331036201]",2
31,blaz02,Ordinary - Registered,1.0,5.0,0.0,Catch-upper,2,"[1.0,5.0,0.0]","[0.14541736689633392,4.5914124356030647e-14,0.8545826331036201]",2
32,Bojan1825,Ordinary - Registered,8.0,4.0,0.0,Follower,0,"[8.0,4.0,0.0]","[0.9999999997826327,2.1718396042687674e-10,1.833933524939012e-13]",0
33,BORIS MREVLJE,Ordinary - Registered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[3.256148957229697e-08,0.9999819670223857,1.800041612462068e-05]",1
34,Boštjan M.,Ordinary - Registered,5.0,1.0,1.0,Follower,0,"[5.0,1.0,1.0]","[0.873813044577985,0.12618695542195316,6.184508288333279e-14]",0
35,BostjanH,Ordinary - Registered,0.0,0.0,13.0,Independant,1,"[0.0,0.0,13.0]","[2.835126971646448e-13,0.9999999974544238,2.5452927068193233e-09]",1
36,BoštjanK,Ordinary - Registered,12.0,1.0,0.0,Follower,0,"[12.0,1.0,0.0]","[0.9999999999953937,3.536014963521927e-12,1.0702777833329259e-12]",0
37,Branklo,Ordinary - Registered,3.0,1.0,0.0,Follower,0,"[3.0,1.0,0.0]","[0.525635355073385,0.47436464488712055,3.949442939404069e-11]",0
38,BrunoB,Ordinary - Registered,6.0,2.0,1.0,Follower,0,"[6.0,2.0,1.0]","[0.992412850099244,0.007587149900698256,5.775895003077758e-14]",0
39,Buda,Ordinary - Registered,2.0,4.0,0.0,Catch-upper,2,"[2.0,4.0,0.0]","[0.9838710535860806,1.530157093756425e-13,0.016128946413766516]",0
40,Buki,Ordinary - Registered,10.0,0.0,0.0,Follower,0,"[10.0,0.0,0.0]","[0.9999999999978468,1.8483049318366e-12,3.0482403029531196e-13]",0
41,chibu79,Ordinary - Registered,11.0,1.0,0.0,Follower,0,"[11.0,1.0,0.0]","[0.999999999544231,4.5527926342189546e-10,4.897343717605409e-13]",0
42,Cromiza,Ordinary - Registered,3.0,3.0,5.0,Mixed - No predominent behavior,3,"[3.0,3.0,5.0]","[0.9999233269045645,1.4516286350767669e-05,6.215680908474944e-05]",0
43,cvjetko,Ordinary - Registered,8.0,3.0,1.0,Follower,0,"[8.0,3.0,1.0]","[0.9999936653289361,6.334670954268764e-06,1.09663395587406e-13]",0
44,Dalka,Ordinary - Registered,4.0,0.0,4.0,Follower,0,"[4.0,0.0,4.0]","[0.367177117121952,0.6328228828772535,7.943727329668129e-13]",1
45,Damir Mulalic,Ordinary - Registered,2.0,3.0,7.0,Independant,1,"[2.0,3.0,7.0]","[0.0005434078816591789,1.4679268975249123e-07,0.999456445325651]",2
46,damir.juretic,Ordinary - Registered,11.0,0.0,0.0,Follower,0,"[11.0,0.0,0.0]","[0.9999999999988994,5.521516121462887e-13,5.483197950678498e-13]",0
47,Danilo4783,Ordinary - Registered,1.0,3.0,7.0,Independant,1,"[1.0,3.0,7.0]","[0.00014065406423507287,2.0208038073511114e-09,0.9998593439149612]",2
48,Dario,Ordinary - Registered,2.0,1.0,6.0,Independant,1,"[2.0,1.0,6.0]","[0.00025022390211160123,0.9803030693742036,0.019446706723684936]",1
49,DarioR,Ordinary - Registered,1.0,1.0,5.0,Independant,1,"[1.0,1.0,5.0]","[0.002210076146535705,0.5101882254319902,0.48760169842147416]",1
50,Darko Babic,Ordinary - Registered,9.0,2.0,2.0,Follower,0,"[9.0,2.0,2.0]","[0.9999130452656436,8.69547341201961e-05,2.3617807026028024e-13]",0
51,Dejan Adamic,Ordinary - Registered,8.0,2.0,3.0,Follower,0,"[8.0,2.0,3.0]","[0.9979459998320682,0.002054000167520325,4.1145768163461624e-13]",0
52,DejanJ,Ordinary - Registered,11.0,1.0,1.0,Follower,0,"[11.0,1.0,1.0]","[0.9999999995573835,4.421339208749429e-10,4.825810257716332e-13]",0
53,delimir,Ordinary - Registered,0.0,0.0,11.0,Independant,1,"[0.0,0.0,11.0]","[1.3465251773697981e-13,0.9999998681915204,1.3180834494933482e-07]",1
54,demirel,Ordinary - Registered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[0.30238341263303053,9.163354236012502e-11,0.6976165872753359]",2
55,Deni Oreb,Ordinary - Registered,1.0,10.0,0.0,Catch-upper,2,"[1.0,10.0,0.0]","[0.008558346837693789,2.6044415813390937e-13,0.9914416531620458]",2
56,Dimen,Ordinary - Registered,2.0,1.0,2.0,Mixed - No predominent behavior,3,"[2.0,1.0,2.0]","[0.2840602972149195,0.712894170131018,0.0030455326540625343]",1
57,dkervina,Ordinary - Registered,4.0,4.0,0.0,Follower,0,"[4.0,4.0,0.0]","[0.9999999999997151,1.9129962137820502e-13,9.349831661649374e-14]",0
58,dmeic,Ordinary - Registered,4.0,6.0,3.0,Mixed - No predominent behavior,3,"[4.0,6.0,3.0]","[0.9999999999986371,6.763423093105678e-13,6.866330732456042e-13]",0
59,Domen S,Ordinary - Registered,12.0,0.0,0.0,Follower,0,"[12.0,0.0,0.0]","[0.9999999999977289,1.1355398879288341e-12,1.1355344797609661e-12]",0
60,Dorsi,Ordinary - Registered,4.0,6.0,0.0,Catch-upper,2,"[4.0,6.0,0.0]","[0.9999999999994749,2.6255008607633914e-13,2.625704747739601e-13]",0
61,dragana,Ordinary - Registered,3.0,4.0,0.0,Catch-upper,2,"[3.0,4.0,0.0]","[0.9999999930436279,1.158326584242498e-13,6.956256254849157e-09]",0
62,Dražen,Ordinary - Registered,5.0,3.0,1.0,Follower,0,"[5.0,3.0,1.0]","[0.9999971921319674,2.807867975323286e-06,5.732206568978267e-14]",0
63,drejc,Ordinary - Registered,2.0,1.0,8.0,Independant,1,"[2.0,1.0,8.0]","[3.899069109608975e-07,0.9812130629904801,0.018786547102608978]",1
64,Duši,Ordinary - Registered,1.0,3.0,4.0,Independant,1,"[1.0,3.0,4.0]","[0.03104021761648903,2.717498161071376e-10,0.9689597821117611]",2
65,Edvard,Ordinary - Registered,7.0,1.0,1.0,Follower,0,"[7.0,1.0,1.0]","[0.9979974392844435,0.0020025607154801777,7.624017780271343e-14]",0
66,Efa i Neno,Ordinary - Registered,5.0,5.0,3.0,Mixed - No predominent behavior,3,"[5.0,5.0,3.0]","[0.9999999999991869,4.065780257652895e-13,4.0657801807800026e-13]",0
